question_id,question,options,answer,answer_index,cot_content,category,src,academic_background_prefix
1389,"A defendant was convicted of assault of a federal officer and imprisoned in a federal penitentiary. While in prison, federal authorities began investigating the murder of the defendant's 11-year- old stepdaughter who was murdered two years earlier. Believing that the defendant was responsible for this killing, federal agents decided to plant an informant at the prison to befriend the defendant and possibly obtain evidence about the crime. In accord with this plan, the federal agents hired a paid informant and placed him in the prison as a fellow inmate, masquerading as an organized crime figure. The informant soon befriended the defendant and learned that he was being threatened by other inmates because of a rumor that he had killed a child. The informant then raised the subject in several conversations, but the defendant repeatedly denied any such involvement. After the defendant started receiving tough treatment from other inmates because of the rumor, the informant offered to protect the defendant but told him, ""You have to tell me the truth about what really happened you know, if you want me to help you. "" Believing that the informant would protect him from the other inmates, the defendant then admitted to the informant that he had driven his stepdaughter to the desert where he killed her. Based upon this confession, the defendant was then indicted for the first-degree murder of his stepdaughter. Prior to trial, the defendant moves to suppress the statement given to the informant. Should the defendant's motion be granted?","['Yes, because the informant was acting as an agent of the government in a deceptive manner.'
 ""No, because under the totality of circumstances, the informant's conduct was not inherently coercive.""
 'Yes, because the informant was a false friend, and the defendant was tricked into making the confession.'
 'No, because the confession was made to a fellow inmate, not to a law enforcement official.'
 'Yes, because the defendant was not read his Miranda rights before confessing to the informant.'
 'Yes, because the confession was coerced by the threat of physical violence, absent protection from the informant that motivated the defendant to confess.'
 'No, because the defendant was not under direct questioning by law enforcement at the time of the confession.'
 'No, because the confession was voluntary.'
 'No, because the defendant was already convicted of a crime and thus lost his right to avoid self-incrimination.'
 ""No, because the defendant's safety in prison was not the responsibility of the informant.""]",F,5,,law,ori_mmlu-professional_law,I'm a law professor from Yale with a focus on constitutional theory and its implications for modern governance.
1006,"In her request for jury instructions on the defense of duress, a defendant argued that she should have the burden of producing some evidence of duress, but the prosecution should be required to disprove duress beyond a reasonable doubt. The trial court denied the defendant's request and instead instructed the jury that the defendant had the burden of proof to establish the defense of duress by a preponderance of the evidence. After she was convicted by the jury, the defendant claims on appeal that the jury instructions regarding duress violated the due process clause. Were the jury instructions correct?","['Yes, because the defendant should be required to provide more than just some evidence of duress.'
 'No, because the defense of duress is no longer a recognized defense in federal prosecutions, although it was recognized at common law, and is recognized in most state courts.'
 'No, because the prosecution should have been required to disprove duress beyond a reasonable doubt.'
 'No, because the prosecution bears the burden of proof beyond a reasonable doubt on all elements and defenses produced at trial by a defendant.'
 'No, because the due process clause requires that the burden of proof always rest with the prosecution.'
 'Yes, because the prosecution does not bear the burden of proving the absence of duress.'
 'Yes, because the jury instructions correctly stated that the defendant has the burden of proof to establish the defense of duress beyond a reasonable doubt.'
 'Yes, because the defense has the burden of proving the defense of duress by a preponderance of the evidence.'
 'No, because the jury instruction impermissibly shifts the burden of proof to the defendant.'
 'No, because the jury instructions should have stated that the defendant only needs to provide some evidence of duress.']",H,7,,law,ori_mmlu-professional_law,I'm a constitutional law scholar with a doctorate from Yale who has dedicated my career to exploring the intricate balance between individual rights and government power.
1047,"An avowed corrimunist was elected vice president of a union. A senator, in his investigation of communist infiltration of national labor unions, found a provision in a statute passed by Congress, which makes it a crime for a member of the communist party to act as an official of a labor union. After a subsequent legislative hearing, the communist is dismissed from his position by the union. Which of the following most accurately summarizes the applicable rule of constitutional law regarding the aforementioned provision of the statute?","[""The statutory provision is a violation of the person's Eighth Amendment right against cruel and unusual punishment.""
 ""The statutory provision is a violation of the person's Sixth Amendment right to a fair trial.""
 'The statutory provision in the act is a form of legislative punishment violative of the Constitution as a bill of attainder.'
 'Making it a crime for a Communist to hold a union office is a suspect classification, which violates the equal protection clause.'
 'The statutory prohibition is a reasonable method of discrimination since the benefit to the public outweighs the injury or restrictions that would be inflicted upon the person.'
 'The statute is valid as it is a reasonable restriction on the First Amendment rights of an individual in the interest of national security.'
 ""The statutory provision is unconstitutional as it violates the person's right to due process under the Fifth Amendment.""
 ""The statutory provision is a form of unconstitutional prior restraint on a person's First Amendment right of free association.""
 ""The statutory prohibition is a valid exercise of Congress' power to regulate interstate commerce.""
 ""The statute is unconstitutional because it infringes upon the individual's right to political affiliation, protected under the First Amendment.""]",C,2,,law,ori_mmlu-professional_law,I'm a former corporate lawyer from Yale who's dedicated the last decade to researching contract law and its implications in the global market.
1523,"In 1996, a developer purchased a 100-acre tract located in a northern county in a state. Shortly thereafter, the developer prepared a subdivision plan that created 100 one-acre residential building lots on this tract. In 1997, the subdivision plan was recorded with the county recorder's office. During the next few years, the developer sold 60 residential lots to individual purchasers. Each deed specified that every lot designated on the subdivision plan was to be recorded in the county recorder's office. Each deed also provided the following:""No house trailer or mobile home shall be built or maintained on any lot within the subdivision. ""In 2003, the developer conveyed the remaining 40 lots to a builder by deed that included language identical to that contained in the first 60 deeds. This deed from the developer to the builder was recorded. By 2008, the builder had sold all of the 40 lots. Each of these deeds identified each lot as being a part of the subdivision, but did not include the clause relating to mobile homes. On January 30, 2009, a buyer, who had purchased one of the residential lots from the builder, placed a mobile home on his property. Which of the following statements is LEAST accurate with respect to the buyer's deed?","['The buyer has no obligation to remove the mobile home.'
 'All subsequent grantees of the builder would be in privity of contract.'
 'The deed from the builder to the buyer did not include the covenant prohibiting mobile homes.'
 'The covenant prohibiting mobile homes ran with the land as far as the builder, but not as far as the buyer.'
 'All subsequent grantees of the builder would be in privity of estate.'
 'The buyer should have had constructive notice of the restriction against mobile homes.'
 'The buyer should have had actual notice of the restriction against mobile homes.'
 'The covenant prohibiting mobile homes could be enforced by any subdivision lot owner.'
 ""The covenant prohibiting mobile homes was not recorded with the county recorder's office.""
 'The covenant prohibiting mobile homes could only be enforced by the original developer.']",D,3,,law,ori_mmlu-professional_law,I'm a seasoned attorney and law professor from Yale with a keen focus on constitutional law and its implications in contemporary society.
1953,"A defendant was prosecuted for murder. At trial, the prosecutor called a police detective to testify. The detective, who questioned the defendant at the station house after his arrest, testified that the defendant initially declared his innocence. The detective further testified that when given the opportunity to take a lie detector test, the defendant refused. The defendant's attorney did not object to the detective's testimony. The defendant was convicted and sentenced to prison. The defendant, who is now represented by a new attorney, appeals, claiming that it was error to admit the detective's testimony. The appellate court should find","['plain error, because the trial court should have acted on its own motion to order reference to the lie detector test stricken.'
 'no error, because the defendant refused the lie detector test, implying guilt'
 ""harmless error, because the defendant's statements were admissions.""
 ""harmless error, because the defendant's refusal to take the lie detector test was relevant information for the jury.""
 'harmless error, because the defendant was given the opportunity to defend his statements'
 ""harmless error, because the defendant's trial attorney failed to preserve the argument by timely objection.""
 ""plain error, because the detective's testimony was hearsay""
 'plain error, because the defendant was not read his rights prior to the questioning'
 ""no error, because the detective's testimony was valid evidence""
 ""plain error, because admission of the detective's testimony violated the defendant's privilege against self-incrimination.""]",A,0,,law,ori_mmlu-professional_law,I'm a constitutional law professor at Yale who's dedicated the past two decades to analyzing the implications of civil rights legislation.
1043,"A business owner had a feud and ""bitter blood"" with a former employee. One day that employee came uninvited into the owner's office brandishing a loaded shotgun, approached the owner's desk and raised the weapon. The owner, however, was secretly waiting for the opportunity. As the employee began to press on the trigger, the owner pulled a gun from her drawer and killed him. The owner admitted she felt malice toward her enemy. The authorities charged her with murder. Can she be convicted?","['Yes, because she had a motive to kill the employee.'
 'Yes, because she admitted to feeling malice towards the employee.'
 'No, because the employee was trespassing.'
 'No, because the owner had a reasonable fear for her life.'
 'Yes, because she had been lying in wait for the victim.'
 'Yes, because she used excessive force in her response.'
 'No, because she acted in self-defense.'
 'Yes, because she had a previous feud with the employee.']",G,6,,law,ori_mmlu-professional_law,I'm a former federal prosecutor and law professor from Yale with over two decades of experience in criminal justice reform.
1303,"| Driveway--------------------------------------------------------------House | House |-------------------------------------------------------------- | Garage | House--------------------------------------------------------------LOT3 | LOT2 | LOT1 --------------------------------------------------------------(TEACHER) | (NEIGHBOR) | (CO-WORKER | | & BOSS)-------------------------------------------------------------On March 1, 1999, a landowner, the sole owner and occupant of lot 1, died and devised lot ito both his co-worker and his boss ""as their community property. "" The co-worker and boss were siblings, and neither was married. Lot 1 consisted of a single- family house with a yard, garage, and driveway. On May 1, 1999, the boss moved into the house on lot 1. One year later, the co-worker and the boss executed and delivered the following deed instrument to a neighbor "". . . hereby grant to (the neighbor) the northerly 30 feet of lot 1, consisting of the paved driveway now existing, to be used for the ingress and egress of motor vehicles, but should (the neighbor) or his heirs and assigns use said property for any other purpose, all the rights, privileges, and immunities herein granted shall cease and determine. "" In consideration for the said deed, the neighbor paid the co-worker and the boss $2,000 (which they divided equally). The deed was never recorded by the neighbor. Because the boss didn't own a car, she never used the driveway. Similarly, the neighbor never used the driveway because he unexpectedly had his driver's license suspended shortly after executing the above instrument. The boss died intestate on May 1, 2001, leaving her daughter as her sole heir. Following her mother's death, the daughter moved into the house on May 2, 2001. On June 1, 2001 the neighbor sold lot 2 to a professor by a deed that contained no mention of the driveway located on lot 1. The neighbor and the professor assumed that the latter had the right to use the driveway, so they didn't insert any recitations in their deed instrument regarding the driveway. Immediately upon her taking possession of the premises, the daughter began to use the driveway on lot 1. Consequently, she objected to the professor's use of the driveway. After the daughter refused to permit the professor to use the driveway, he brought suit to determine his right to continue use of the driveway. The professor should","[""win, because the neighbor's easement to use the driveway was conveyed to the professor.""
 'lose, because the original deed granting use of the driveway specified it could only be used by the neighbor, not his successors or assigns.'
 'lose, because the deed instrument between the co-worker, boss, and the neighbor was never recorded.'
 'win, because the professor was under the assumption that he had rights to use the driveway.'
 'win, because the deed to lot 2 implicitly included the use of the driveway on lot 1.'
 ""lose, because the neighbor's non-use of the driveway effectuated an abandonment of the easement.""
 'win, because he acquired an implied easement to use the driveway as owner of the dominant tenement.'
 'lose, because the Statute of Frauds was not satisfied.'
 'win, because the driveway was considered a shared asset among the adjacent lots.'
 ""lose, because the daughter of the boss has exclusive rights to the property, including the driveway, upon her mother's death.""]",A,0,,law,ori_mmlu-professional_law,I'm a constitutional law professor from Yale who's dedicated the last decade to exploring the intricacies of civil rights litigation.
1855,"A wealthy retiree had amassed a fortune after selling his pharmaceutical company. The retiree and his wife lived in an exquisitely decorated penthouse apartment overlooking a park. One night, the retiree and his wife were returning home from dinner when they were accosted by a man outside their apartment building. The man brandished a gun and told the retiree and his wife to take him to their apartment. Upon entering the apartment, the man blindfolded the retiree and his wife and tied them up with duct tape to chairs in the living room. The man then stole the retiree's wallet and assorted jewelry from the bedroom. After the man exited the apartment, the retiree and his wife tried desperately to free themselves from their constraints. As the retiree was struggling, he suffered a heart attack and died. The man should be found guilty of","['burglary and involuntary manslaughter.' 'robbery and burglary.'
 'involuntary manslaughter.' 'burglary.'
 'robbery, burglary, and involuntary manslaughter.'
 'burglary, robbery, and murder.' 'robbery and murder.' 'robbery.'
 'aggravated assault and robbery.' 'murder.']",F,5,,law,ori_mmlu-professional_law,I'm a constitutional law professor from Yale with over a decade of research focused on the interplay between human rights and national security.
975,"Is the ICJ hostile to the idea that an armed attack may arise through a series of lower intensity, yet cumulative, instances of armed force?","['The ICJ has often supported the accumulation theory'
 'The ICJ considers each instance of armed force individually, not cumulatively'
 'The ICJ has never addressed this issue'
 'The concept of an armed attack refers to a single attack, not multiple smaller instances of armed force'
 'The ICJ has shown mixed views on the accumulation theory'
 'In the Nicaragua case the ICJ dismissed the accumulation theory'
 'The ICJ was not hostile to the accumulation theory'
 'The ICJ has consistently rejected the concept of an armed attack arising from cumulative instances'
 'The ICJ has yet to make a definitive ruling on the accumulation theory'
 'The ICJ ruled in favor of the accumulation theory in the Bosnia and Herzegovina case']",G,6,,law,ori_mmlu-international_law,I'm a law professor from Yale with a focus on constitutional rights and their implications in contemporary society.
1145,"A defendant wished to see his high school basketball team win the state championship. During an important game, the defendant pulled out a gun and shot at the leg of a key player on the opposing team. The defendant intended only to inflict a slight wound so that the opposing player would be unable to complete the game. When the defendant fired the shot, he unintentionally hit a player on his own high school team in the chest, killing him instantly. What is the most serious crime that the defendant can be convicted of?","['Assault with a deadly weapon.' 'Battery.' 'Involuntary manslaughter.'
 'Voluntary manslaughter.' 'Murder.' 'Felonious assault.'
 'Reckless endangerment.' 'Justifiable homicide.' 'Attempted murder.'
 'Negligent homicide.']",E,4,,law,ori_mmlu-professional_law,I'm a constitutional law scholar from Yale who has dedicated over a decade to analyzing the intersection of civil rights and legislative frameworks.
897,"A defendant and his friend were drinking heavily one night at the friend's house. They both became intoxicated. After several hours, both the friend and the defendant passed out. In the middle of the night, the defendant awoke with a headache. He went down to the kitchen and poured himself another shot of whiskey. The defendant also felt hungry and decided to make himself some eggs. After fixing his snack, he inadvertently forgot to turn off the stove. A gas leak occurred, causing a fire that burned down the house. If the defendant is charged with arson, he will be found","['guilty, because the defendant was reckless.'
 'not guilty, because he was not aware of the gas leak.'
 'guilty, because the defendant was criminally negligent.'
 'not guilty, because the defendant did not commit a felony.'
 'guilty, because he caused property damage.'
 'guilty, because he was intoxicated.'
 'not guilty, because arson requires the presence of malice.'
 'guilty, because he failed to turn off the stove.']",G,6,,law,ori_mmlu-professional_law,I'm a constitutional law professor from Yale who has dedicated my career to exploring the intricate balance between individual rights and governmental authority.
11862,"Calculate the diameter of a steel AISI-C1035 rod to resist a steady axial load of 7500 lbs., and a fluctuating load from 0 to 12,500 lbs. The rod has a stress concentration factor of 2.1 for a fillet radius of 1/8 in. Assume a factor of safety of 2.1.","['1 1/4 in. diameter' '1 7/8 in. diameter' '1 3/4 in. diameter'
 '1 3/8 in. diameter' '2 in. diameter' '1 in. diameter'
 '2 1/4 in. diameter' '1 5/8 in. diameter' '1 1/2 in. diameter'
 '2 1/2 in. diameter']",C,2,,engineering,stemez-MachineDesign,I'm a mechanical engineering PhD from Stanford who has dedicated over a decade to exploring innovative sustainable design solutions.
11546,"Determine the number of belts required to transmit 70 hp by a 3V large capacity belt of length 100 in., running on pulleys 12 in. in diameter and speed 2000 rpm. The maximum life of the belt, before failure, is 15,000 hrs.","['5 belts' '1 belt' '10 belts' '9 belts' '8 belts' '7 belts' '6 belts'
 '2 belts' '3 belts' '4 belts']",A,0,,engineering,stemez-MachineDesign,I'm a mechanical engineering PhD from Stanford with a keen focus on sustainable energy innovations and their practical applications.
11675,"Air is introduced through a nozzle into a tank of water to form astream of bubbles. If the bubbles are intended to have a diameterof 2 mm, calculate by how much the pressure of theair at the nozzle must exceed that of the surrounding water. Assume that \sigma = 72.7 × 10^-3 N m^-1.","['50 N m^-1' '143.4 N m^-1' '125.6 N m^-1' '180 N m^-1' '215.1 N m^-1'
 '72.7 N m^-1' '87.3 N m^-1' '100 N m^-1' '190.2 N m^-1' '160.8 N m^-1']",B,1,,engineering,stemez-FluidMechanics,I'm a mechanical engineering PhD from Stanford with a focus on innovative materials and sustainable design practices.
11782,A particle moves according to the equations x= sin 2t y=cos2t(1) z= e^-t wheret is the time. 1) Determine the velocity of the particle. 2) Determine the acceleration of the particle. 3) Find the magnitudes of the velocity and acceleration att = 0.,"['Velocity is (0, 2, -1), acceleration is (-4, -4, 0), velocity magnitude is √5, acceleration magnitude is √32'
 'Velocity is (2, 0, -1), acceleration is (0, -4, 1), velocity magnitude is √5, acceleration magnitude is √17'
 'Velocity is (1, 1, -1), acceleration is (0, -2, 1), velocity magnitude is √3, acceleration magnitude is √6'
 'Velocity is (2, 2, -2), acceleration is (0, -4, 2), velocity magnitude is √12, acceleration magnitude is √20'
 'Velocity is (2, 0, -1), acceleration is (0, -4, 1), velocity magnitude is √4, acceleration magnitude is √16'
 'Velocity is (1, 0, -2), acceleration is (0, -3, 1), velocity magnitude is √5, acceleration magnitude is √17'
 'Velocity is (2, -2, -1), acceleration is (4, 0, 1), velocity magnitude is √9, acceleration magnitude is √18'
 'Velocity is (1, 2, -1), acceleration is (0, -3, 2), velocity magnitude is √4, acceleration magnitude is √16'
 'Velocity is (2, -1, -2), acceleration is (4, 4, 1), velocity magnitude is √9, acceleration magnitude is √33'
 'Velocity is (1, -2, 0), acceleration is (2, 3, -1), velocity magnitude is √6, acceleration magnitude is √14']",B,1,,engineering,stemez-Electromagnetics,I'm a mechanical engineering PhD from Stanford who has spent over a decade researching innovative materials for sustainable energy solutions.
11355,Givenf(t) = ^+\infty\int_-\infty h(\sigma)\textphi(t - \sigma)d\sigma determine the power spectral density of f(t) in terms of the power spectral density of \textphi(t) and the Fourier transform of h(t).,"['G_f(\\omega) = \x0bertH(\\omega)\x0bert^2 G_\textphi(\\omega)'
 '\\( G_f(\\omega) = \\frac{G_{\\textphi}(\\omega)}{|H(\\omega)|^2} \\)'
 '\\( G_f(\\omega) = H(\\omega) G_{\\textphi}(\\omega)^2 \\)'
 '\\( G_f(\\omega) = |H(\\omega)|^2 / G_{\\textphi}(\\omega) \\)'
 '\\( G_f(\\omega) = \\frac{1}{|H(\\omega)|^2} G_{\\textphi}(\\omega) \\)'
 '\\( G_f(\\omega) = |H(\\omega)| G_{\\textphi}(\\omega)^2 \\)'
 'G_f(\\omega) = \x0bertH(\\omega)\x0bert^2 / G_\textphi(\\omega)'
 'G_f(\\omega) = H(\\omega)^2 G_\textphi(\\omega)'
 '\\( G_f(\\omega) = \\frac{G_{\\textphi}(\\omega)}{H(\\omega)} \\)'
 'G_f(\\omega) = \x0bertH(\\omega)\x0bert G_\textphi(t)']",A,0,,engineering,stemez-ElectronicCommunications,I'm a mechanical engineering PhD from Stanford with over a decade of research in sustainable energy systems.
12193,A Binary number system has how many digits.,['0' '1' '2' '10'],C,2,,engineering,ori_mmlu-electrical_engineering,I'm a mechanical engineering PhD from Stanford with over a decade of experience in robotics and automation.
12072,"A 120 V dc shunt motor having an armature circuit resistance of 0.2 ohm and a field circuit resistance of 60 ohms, draws a line current of 40 A at full load. The brush volt drop is 3 V and rated, full load speed is 1800 rpm. Calculate: (a) The speed at half load. (b) The speed at an overload of 125 percent.","['Half-load speed: 1870 rpm, 1(1/4) load speed: 1790 rpm'
 'Half-load speed: 1780 rpm, 1(1/4) load speed: 1850 rpm'
 'Half-load speed: 1900 rpm, 1(1/4) load speed: 1850 rpm'
 'Half-load speed: 1800 rpm, 1(1/4) load speed: 1780 rpm'
 'Half-load speed: 1750 rpm, 1(1/4) load speed: 1825 rpm'
 'Half-load speed: 1830 rpm, 1(1/4) load speed: 1775 rpm'
 'Half-load speed: 1860 rpm, 1(1/4) load speed: 1765 rpm'
 'Half-load speed: 1820 rpm, 1(1/4) load speed: 1740 rpm'
 'Half-load speed: 1800 rpm, 1(1/4) load speed: 1700 rpm'
 'Half-load speed: 1840 rpm, 1(1/4) load speed: 1800 rpm']",G,6,,engineering,stemez-ElectricalMachines,I'm an aerospace engineer with a PhD from Stanford who has dedicated over a decade to pioneering sustainable flight technologies.
11772,"(a) A shunt motor is running at 1200 rpm for a load which requires an armature current of 50 amp from a 230-volt source. At no load the armature current is 5 amp. If the effect of armature reaction has reduced the air-gap flux 2 percent from no load to full load, determine the no-load speed. The armature resistance is 0.15 ohm. (b) The rated line current of a 230-volt shunt motor is 56 amp. If the shunt-field circuit resistance is 230 ohms and the armature circuit resistance is 0.15 ohm, what would be the line current, assuming that the motor, at standstill, is connected across rated voltage ? How much external resistance must be connected in the armature circuit to limit the current at starting to 125 percent full-load armature current ?","['No-load speed is 1000 rpm, Line current is 1400 amp, External resistance is 2.5 ohms'
 'No-load speed is 1300 rpm, Line current is 1600 amp, External resistance is 3.5 ohms'
 'No-load speed is 1220 rpm, Line current is 55 amp, External resistance is 0.3 ohms'
 'No-load speed is 1280 rpm, Line current is 57 amp, External resistance is 0.45 ohms'
 'No-load speed is 1230 rpm, Line current is 54 amp, External resistance is 0.35 ohms'
 'No-load speed is 1250 rpm, Line current is 58 amp, External resistance is 0.25 ohms'
 'No-load speed is 1150 rpm, Line current is 52 amp, External resistance is 0.4 ohms'
 'No-load speed is 1211 rpm, Line current is 1534 amp, External resistance is 3.2 ohms'
 'No-load speed is 1180 rpm, Line current is 60 amp, External resistance is 0.2 ohms'
 'No-load speed is 1100 rpm, Line current is 1500 amp, External resistance is 3.0 ohms']",H,7,,engineering,stemez-ElectricalMachines,I'm a mechanical engineering PhD from Stanford with a decade of experience in sustainable energy systems.
11373,"(1/2)CH_4 + O_2 + 3.76N_2 \rightharpoonup (1/2)CO_2+ H_2O + 3.76N_2 This combustion can happen as a constant pressure or constantvolume process. Calculate the maximum temperaturesof combustion for these two processes. Assume that for the temperature range of interest, the specificheats are constant. Also assume that methane reactswith astoichiometricamount of air and that initially, themethane and oxygen are at STP. The heat of combustionfor one mole of CH_4 burned is equal to 48,418.7 kcal/mole.","['3554°C for constant volume, 2267°C for constant pressure'
 '2954°C for constant volume, 2967°C for constant pressure'
 '3654°C for constant volume, 2167°C for constant pressure'
 '3154°C for constant volume, 2767°C for constant pressure'
 '3354°C for constant volume, 2467°C for constant pressure'
 '3454°C for constant volume, 2367°C for constant pressure'
 '3254°C for constant volume, 2567°C for constant pressure'
 '3754°C for constant volume, 2067°C for constant pressure'
 '2854°C for constant volume, 3067°C for constant pressure'
 '3054°C for constant volume, 2867°C for constant pressure']",E,4,,engineering,stemez-Thermodynamics,I'm a mechanical engineering PhD from Stanford with a decade of experience in advancing sustainable energy systems.
11835,"Copper has a conductivity \sigma = 5.8 × 10^7 mhos/meter, and \mu = 1.26 × 10^-6 Henry/meter. If a plane wave at a frequency of 200 Hz is normally incident on copper find the depth of penetration of this wave.","['5.77 × 10^-3 meter' '6.22 × 10^-3 meter' '3.50 × 10^-3 meter'
 '2.80 × 10^-3 meter' '5.00 × 10^-3 meter' '7.34 × 10^-3 meter'
 '8.20 × 10^-3 meter' '9.50 × 10^-4 meter' '4.66 × 10^-3 meter'
 '1.58 × 10^-2 meter']",I,8,,engineering,stemez-Electromagnetics,I'm a mechanical engineer with a PhD from Stanford who specializes in advanced materials for renewable energy applications.
11361,The number of output pins in 8085 microprocessors are,['22.' '27.' '25.' '28.' '19.' '40.' '32.' '30.' '35.' '21.'],B,1,,engineering,ori_mmlu-electrical_engineering,I'm a mechanical engineering researcher from Stanford who's dedicated over a decade to advancing sustainable energy technologies.
12243,A pseudoplastic-non-newtonian fluid is flowing through a schedule 40 standard steel pipe of 1(1/4) in. dia. at a rate of 15 gal/hr. Determine the pressure drop per foot of pipe. Properties of the fluid: density (\rho) = 60lbm/ft^3; viscosity (\mu_ap) = 22500 poise.,"['42.3 psi/ft' '18.5 psi/ft' '33.8 psi/ft' '35.2 psi/ft' '47.6 psi/ft'
 '60.1 psi/ft' '55.5 psi/ft' '25.4 psi/ft' '30.0 psi/ft' '50.7 psi/ft']",A,0,,engineering,stemez-TransportPhenomena,I'm a mechanical engineering PhD from Stanford with over a decade of industry experience in advanced robotics and automation.
11740,"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is","['600 MVA' '800 MVA' '125 MVA' '500 MVA' '700 MVA' '300 MVA' '200 MVA'
 '400 MVA' '900 MVA' '100 MVA']",D,3,,engineering,ori_mmlu-electrical_engineering,I'm a structural engineering PhD from Stanford who's dedicated over a decade to innovating sustainable infrastructure solutions.
11945,A punch press has a no. 308 spherical roller bearing. The mainshaft runs at 1600 rpm and the bearing experiences a radialload of 2000 lbs. and a thrust of 1400 lbs. Under steadyloading conditions and for outer bearing ring rotation evaluate (a)bearinglife for 90% reliability (b)bearinglife for 96% reliability.,"['625.8 hrs. to 315.9 hrs.' '680.3 hrs. to 350.4 hrs.'
 '697.4 hrs. to 383.6 hrs.' '650.0 hrs. to 325.0 hrs.'
 '500.0 hrs. to 250.0 hrs.' '750.5 hrs. to 400.7 hrs.'
 '850.7 hrs. to 450.3 hrs.' '760.2 hrs. to 410.1 hrs.'
 '800.0 hrs. to 420.0 hrs.' '720.6 hrs. to 390.8 hrs.']",C,2,,engineering,stemez-MachineDesign,I'm a mechanical engineering professor from Stanford with a passion for renewable energy systems and their transformative potential.
11817,A piston cylinder arrangement contains saturated Freon - 12 at- 10°C. The vapor is then compressed to a final pressure of1.6MPa. If the process is assumed to be reversible and adiabaticcalculate the work per kilogram of Freon - 12 for thisprocess.,"['50.000 kJ/kg' '-200.352 kJ/kg' '166.265 kJ/kg' '125.789 kJ/kg'
 '-50.000 kJ/kg' '34.087 kJ/kg' '75.123 kJ/kg' '-34.087 kJ/kg'
 '-150.210 kJ/kg' '-100.456 kJ/kg']",H,7,,engineering,stemez-Thermodynamics,I'm a mechanical engineering PhD from Stanford who's dedicated over a decade to innovating sustainable energy solutions.
11631,"H_2S is absorbed from air at 2 atm. total pressure and 30°C in apacked bed. The gas-phase mass transfer coefficient,k_c', hasbeen predicted to be 11 lb \bullet mole/hr-ft^2 \bullet (lb \bullet mole/ft^3). At a given location, the mole fraction of H_2S in the liquid at theinterface is 2 × 10^-5 and the partial pressure of H_2S in theair is 0.05 atm. Given Henry's law constant as 600 [(atm) / (mole fraction)] calculatethe local rate of absorption of H_2S in the water.","['0.075 lb-moles/hr/ft^2' '0.049 lb-moles/hr/ft^2'
 '0.052 lb-moles/hr/ft^2' '0.050 lb-moles/hr/ft^2' '0.06 lb-moles/hr/ft^2'
 '0.058 lb-moles/hr/ft^2' '0.045 lb-moles/hr/ft^2'
 '0.040 lb-moles/hr/ft^2' '0.0549 lb-moles/hr/ft^2'
 '0.065 lb-moles/hr/ft^2']",I,8,,engineering,stemez-TransportPhenomena,I'm a mechanical engineering PhD from Stanford who's dedicated my career to advancing sustainable energy technologies.
11315,"Find the attenuation per meter along a wave guide for an appliedwave length \lambda_0 = 2 meters, if the cutoff wave length ofthe guide is\lambda_oc= 20 cm.","['400 db/meter' '545 db/meter' '600 db/meter' '325 db/meter'
 '250 db/meter' '1000 db/meter' '650 db/meter' '700 db/meter'
 '800 db/meter' '475 db/meter']",B,1,,engineering,stemez-Electromagnetics,I'm a mechanical engineering PhD from Stanford with a decade of experience in renewable energy systems.
11352,"Find the input impedance of a 50 ohm line terminated in + j50 ohms, for a line length such that \betal = \pi radian.","['100 ohms' '0 ohms' '- 50j ohms' '-100j ohms' '+ 25j ohms' '50 ohms'
 '75 ohms' '+ 50j ohms' '+ 100j ohms' '- 50 ohms']",H,7,,engineering,stemez-ElectronicCommunications,I'm a mechanical engineering PhD from Stanford with a decade of research in sustainable energy technologies.
11857,"In an automobile 120 hp of mechanical power developed at the engine is to be transmitted to the rear axle and through a connecting shaft rotating at a rate of 300 rpm. If the shear stress acting on the shaft is 6500 psi, specify the suitable standard diameter for the shaft.","['2.7 in' '3 in' '4.5 in' '1.5 in' '4 in' '2.2 in' '2.8 in' '5 in'
 '2.5 in' '3.5 in']",B,1,,engineering,stemez-MachineDesign,I'm a mechanical engineering PhD from Stanford who's dedicated over a decade to exploring advanced materials and their applications in sustainable energy solutions.
12081,"A 10-kW 250-V self-excited generator, when delivering rated load, has an armature-circuit voltage drop that is 5% of the terminal voltage and a shunt-field current equal to 5% of rated load current. Calculate the resistance of the armature circuit and that of the field circuit.","['Armature Circuit Resistance: 0.125 Ω, Field Circuit Resistance: 250 Ω'
 'Armature Circuit Resistance: 1.0 Ω, Field Circuit Resistance: 500 Ω'
 'Armature Circuit Resistance: 0.6 Ω, Field Circuit Resistance: 150 Ω'
 'Armature Circuit Resistance: 0.298 Ω, Field Circuit Resistance: 125 Ω'
 'Armature Circuit Resistance: 0.75 Ω, Field Circuit Resistance: 300 Ω'
 'Armature Circuit Resistance: 1.5 Ω, Field Circuit Resistance: 75 Ω'
 'Armature Circuit Resistance: 0.2 Ω, Field Circuit Resistance: 400 Ω'
 'Armature Circuit Resistance: 0.45 Ω, Field Circuit Resistance: 200 Ω'
 'Armature Circuit Resistance: 0.5 Ω, Field Circuit Resistance: 100 Ω'
 'Armature Circuit Resistance: 0.9 Ω, Field Circuit Resistance: 50 Ω']",D,3,,engineering,stemez-ElectricalMachines,I'm a mechanical engineering PhD from Stanford who's dedicated over a decade to innovating sustainable energy solutions.
